gene,ppi_degree,phenotype_degree,ppi_betweenness,phenotype_betweenness,module_multiplex,module_ppi,module_phenotype,e1,e2,e3,e4,a1,a2,a3,as,common,common_all,a_specific,e_specific,annotated_type
LIAS,3,25,0.0005851216940207095,0.00018533320615514426,2,14,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
LILRB2,15,4,0.0023317268597400453,0.00012071145669395552,1,16,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LIN7B,16,25,0.001543358064957589,0.0011158266238928656,6,8,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LMAN2L,8,14,1.4023302520093054e-06,6.73694691358758e-07,7,5,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
LMNB2,2,0,7.33638148875304e-05,0.0,5,3,160,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
LMX1B,4,0,0.00010938430218018247,0.0,4,2,272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
LNPK,1,1,0.0,0.0,4,2,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
LOR,1,0,0.0,0.0,1,1,344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
LPHN2,1,0,0.0,0.0,1,1,329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
LRBA,0,0,0.0,0.0,103,216,305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LRFN2,7,19,1.941369645748746e-07,0.00019254991418351998,11,7,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LRFN5,1,17,0.0,3.794955668867862e-06,11,7,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
LRP1,12,87,0.0009366772577397128,0.0004653019068451106,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
LRP2,28,1,0.0014318288743628363,0.0,8,8,27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
LRPPRC,6,5,0.0029002158826576824,0.0,2,10,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
LRRC1,1,0,0.0,0.0,6,7,230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LRRC4,3,18,0.0003610173026585255,0.0009310077112557792,11,16,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
LRRK2,13,8,0.0019114511587469774,0.0008247558094029435,8,12,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
LZTR1,2,0,2.507557576932949e-06,0.0,1,1,214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
LZTS2,1,1,0.0,0.0,5,2,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MACROD2,0,0,0.0,0.0,122,257,367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MAF,8,1,0.002324076224366161,0.0,1,2,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MAGEL2,4,3,1.8660639330930733e-05,0.0016364530224530981,12,13,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
MAGI2,4,2,0.00010604476160123981,0.000818914096530101,1,1,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MAN1B1,1,13,0.0,0.0,7,11,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MAN2A2,6,25,0.0,0.004507220042510614,7,5,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MANBA,7,1,0.00015139322577254675,0.0,8,16,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MAOA,10,76,0.0009279961888092138,0.01386710528822497,2,6,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
MAOB,6,27,0.00024268015311347993,0.0034079524861838216,2,6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MAPK10,13,116,0.0009494626162425586,0.004379009419344715,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MAPK3,64,150,0.017092300159622167,0.010752448817989941,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MAPRE2,3,1,0.0003491015766880162,0.0,5,3,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MAPT,20,6,0.003414240494598108,0.0031791240600431234,8,1,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MARK1,0,1,0.0,0.0,1,333,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MATN4,1,11,0.0,0.0016668491449141414,6,4,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MBD1,1,4,0.0,0.0010374620680607247,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MBD3,13,18,0.0002531425161247366,0.001233512462068764,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MBD4,1,17,0.0,0.007597431933133973,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MBD5,3,3,0.0,0.0,4,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
MBD6,3,1,0.0,0.0,4,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MBOAT7,1,13,0.0,0.0,7,10,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
MBTPS2,0,0,0.0,0.0,56,117,184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MCCC1,7,8,0.0008593073172122218,0.0003083822866803706,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MCCC2,6,11,0.00016064708950732907,0.0006918318393567558,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MCM4,17,0,0.006460824736793894,0.0,5,3,430,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MCM6,11,8,0.00225355523585303,0.002269467330255203,5,3,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MCM8,6,2,0.0002277406871524922,6.875853035517219e-07,5,3,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MCM9,4,1,0.0,0.0,5,3,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MCPH1,7,11,0.0004375269165293684,0.000282611665407195,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MDGA2,9,17,0.0005563003394958934,0.0010169449380608984,11,16,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
ME2,2,4,0.0,3.388216557328284e-05,2,4,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MECP2,11,2,0.002534605364580878,4.494530730446985e-05,6,2,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
MED12,12,1,0.00034543009390551404,0.0,1,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MED12L,7,0,5.527337328415349e-05,0.0,1,2,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
MED13,11,11,0.0003494147069257023,0.0016759405277887499,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
MED13L,12,1,0.00013086168829914925,0.0,1,2,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
MED17,10,3,8.084510017602419e-05,7.232694106369434e-05,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
MED25,9,15,4.301830778993555e-06,2.9723840721354536e-05,7,2,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MEF2C,17,104,0.002589112656179259,0.0018229518170783225,1,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3, Autism S"
MEGF10,0,0,0.0,0.0,145,305,422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MEGF11,0,2,0.0,0.0,5,76,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MEIS2,6,0,0.001000483574728759,0.0,4,2,72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
MEMO1,4,1,0.0,0.0,1,1,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MET,20,85,0.0019291920064899216,7.335071541258624e-05,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
METTL23,0,14,0.0,6.73694691358758e-07,7,220,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
METTL26,0,0,0.0,0.0,142,297,414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MFRP,1,1,0.0,0.0,10,21,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MFSD2A,0,6,0.0,2.2906993102177245e-06,5,137,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
MFSD8,9,11,0.00018797851950731097,0.0,8,16,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MIB1,4,2,3.922019112507701e-05,0.0008189140965301009,1,2,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MID2,0,17,0.0,1.6661553002478094e-05,6,199,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MIR137,0,0,0.0,0.0,48,93,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MKS1,23,11,0.00017175190032063281,0.0001834983938114791,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MLANA,2,0,1.0365251471338195e-05,0.0,6,15,190,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MLC1,1,1,0.0,0.0,3,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MLLT3,5,0,6.315933231779203e-05,0.0,4,2,423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MLYCD,3,28,0.007508431514784804,0.01186021349236428,2,14,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MMAA,3,2,7.112464911132752e-05,0.0,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MMADHC,2,2,0.0,0.0,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MNT,1,2,0.0,0.0,4,2,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MOCS2,2,0,0.0001351215597383282,0.0,2,14,281,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MOGS,8,23,0.003351649896883622,0.0033221924352413233,7,11,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MPC1,0,1,0.0,0.0,2,125,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MPDU1,7,28,7.381051965310622e-05,0.0005958224406551058,7,11,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MPDZ,3,0,0.0009756692521725919,0.0,3,5,181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
MPP6,4,0,0.0011654677184635798,0.0,6,10,307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MPP7,2,0,0.0,0.0,6,8,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MRAP,7,1,0.0002963693807187933,0.0,1,1,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MRI1,3,28,0.0001873747334020231,0.001667256482830806,2,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MRPS22,3,1,0.001013228491873566,0.0,2,10,37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MRTFB,0,0,0.0,0.0,34,69,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MSANTD2,0,0,0.0,0.0,124,259,369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MSC,0,1,0.0,0.0,1,303,67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MSNP1AS,0,0,0.0,0.0,83,172,250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MSR1,4,0,4.13308460001047e-05,0.0,1,1,128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MSX2,5,2,0.00013279808834321753,0.0,14,15,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MT-ATP6,14,0,0.005851374785768579,0.0,2,9,457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-ATP8,11,0,0.001069845582547197,0.0,2,9,345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-CO1,14,0,0.0014236978648970462,0.0,2,9,70,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-CO3,14,0,0.0018285671787545694,0.0,2,9,175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-CYB,17,0,0.0006977118454204685,0.0,2,9,321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-ND1,17,0,0.00042225547071384986,0.0,2,9,433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-ND4,18,0,0.0016434336909093353,0.0,2,9,346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MT-ND5,17,0,0.00042225547071384986,0.0,2,9,320,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MTF1,0,1,0.0,0.0,14,253,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MTFMT,3,1,0.0,0.0,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MTHFR,10,4,0.003266402736651941,0.0,2,4,13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
MTMR11,0,1,0.0,0.0,6,40,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MTO1,1,7,0.0,0.00038534908899266306,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MTOR,34,109,0.014550615101957641,0.000765352263505426,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 2, Autism S"
MTR,9,4,0.0014294673699400784,0.0016364530224530981,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
MUC12,5,15,0.0014129877987987885,0.0005817424635585306,7,18,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MUC4,5,13,0.0014129877987987885,0.0005468445745332849,7,18,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MYH10,11,2,0.0006432401914502108,0.0008189140965301009,11,1,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MYH14,10,1,0.0005698791747403658,0.0,11,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MYH4,4,3,0.0,0.0024539919483760955,11,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MYH6,8,2,0.00035196584961087035,0.0,11,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MYO16,0,0,0.0,0.0,38,75,125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MYO1E,3,1,2.2281166102569225e-05,0.0,1,1,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MYO5A,8,1,0.00020394181967221754,0.0,5,1,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
MYO5C,0,1,0.0,0.0,5,145,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
MYO9B,2,3,1.4746240865644813e-05,0.0016364530224530981,1,1,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
MYOCD,2,0,1.9856683520748157e-06,0.0,4,2,233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
MYT1L,1,0,0.0,0.0,7,5,159,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
NAA10,1,2,0.0,0.0008189140965301009,10,10,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NAA15,3,1,0.000978630743661353,0.0,10,10,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NAALADL2,0,0,0.0,0.0,92,189,276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NACC1,1,0,0.0,0.0,1,2,244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
NADK2,2,0,0.0,0.0,1,16,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NALCN,2,0,0.0,0.0,3,20,156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NANS,0,1,0.0,0.0,16,261,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NAPB,21,23,0.0015970295464009048,0.00537515916738853,7,5,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NARS2,9,0,4.751187995062953e-05,0.0,2,4,211,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NAT8L,4,1,0.0,0.0,2,4,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NAV2,0,0,0.0,0.0,138,291,406,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NBEA,0,3,0.0,0.000818914096530101,5,255,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NCKAP1,9,2,9.098615785894643e-05,0.0,1,1,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
NCKAP5,0,0,0.0,0.0,21,35,77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
NCOR1,44,120,0.006005804166489141,0.009093301170547977,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
NDE1,41,0,0.0021631116305010196,0.0,5,3,361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
NDN,2,2,0.0,0.0,12,10,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDP,0,0,0.0,0.0,65,138,204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFA1,14,28,2.4353948602781878e-05,0.000174273263398129,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFA2,15,40,0.001250783355545652,0.01052672713982275,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFA5,14,47,0.0003244028079367824,0.009286891505647377,2,9,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NDUFAF3,12,20,2.185376199392505e-05,0.0009015962529627851,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFAF6,13,30,7.8516065009644e-06,0.0018211259506294342,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFB11,13,23,6.779189257452967e-07,6.072495840854608e-05,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFS4,17,37,0.0016358024639144225,0.0008932154970928021,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFS8,19,39,0.0019138197363682532,0.0028348030769986296,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NDUFV1,18,41,0.001712407381221616,0.004028909299058878,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
NEB,3,2,0.0,0.0008189140965301009,11,1,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NECAP1,22,27,0.00021271914408469802,0.0025879903730569947,8,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
NEDD4,30,39,0.000702780308179238,0.00043923696740127125,12,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NEDD4L,32,65,0.001958658136882718,0.004974151220632554,12,12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NEGR1,9,19,0.00040904644769376903,0.003673346632562681,11,16,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NELL1,0,3,0.0,1.3751706071034439e-06,5,30,26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NEO1,0,16,0.0,3.1253877434169184e-07,11,313,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
NEU1,9,0,0.00010438689402437204,0.0,8,13,167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
NEXMIF,1,1,0.0,0.0,3,17,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
