HPO,parent,HPO_name
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0011160,Focal aware sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032897,HP:0011160,Focal impaired awareness sensory seizure with gustatory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032804,HP:0011161,Focal impaired awareness sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0011161,Focal aware sensory seizure with olfactory features
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032735,HP:0032734,Focal aware emotional seizure with anger
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032745,HP:0032734,Focal aware emotional seizure with laughing
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032741,HP:0032734,Focal aware emotional seizure with paranoia
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032744,HP:0032734,Focal aware emotional seizure with agitation
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032742,HP:0032734,Focal aware emotional seizure with pleasure
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032738,HP:0032734,Focal aware emotional seizure with fear/anxiety/panic
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032743,HP:0032734,Focal aware emotional seizure with crying
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032889,HP:0032754,Focal aware sensory seizure with gustatory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032864,HP:0032754,Focal aware sensory seizure with auditory features
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032877,HP:0032754,Focal aware sensory seizure with hot-cold sensations
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032800,HP:0032754,Focal aware sensory seizure with vestibular features
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032873,HP:0032754,Focal aware sensory seizure with cephalic sensation
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032884,HP:0032754,Focal aware sensory seizure with somatosensory features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032851,HP:0032754,Focal aware sensory seizure with visual features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032797,HP:0032754,Focal aware sensory seizure with olfactory features
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032761,HP:0032740,Focal aware autonomic seizure with pallor/flushing
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032769,HP:0032740,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032776,HP:0032740,Focal aware autonomic seizure with lacrimation
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032768,HP:0032740,Focal aware autonomic seizure with pupillary dilation/constriction
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032781,HP:0032740,Focal aware autonomic seizure with urge to urinate/defecate
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032784,HP:0032740,Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032770,HP:0032740,Focal aware autonomic seizure with erection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032783,HP:0032740,Focal aware autonomic seizure with piloerection
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032785,HP:0032740,Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032710,HP:0032681,Focal aware cognitive seizure with receptive dysphasia/aphasia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032709,HP:0032681,Focal aware cognitive seizure with dysgraphia/agraphia
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032688,HP:0032681,Focal aware cognitive seizure with dissociation
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032706,HP:0032681,Focal aware cognitive seizure with left-right confusion
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032707,HP:0032681,Focal aware cognitive seizure with dyslexia/alexia
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032708,HP:0032681,Focal aware cognitive seizure with anomia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032876,HP:0032681,Focal aware cognitive seizure with conduction dysphasia/aphasia
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032681,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032686,HP:0032681,Focal aware cognitive seizure with memory impairment
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032848,HP:0032681,Focal aware cognitive seizure with neglect
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032684,HP:0032681,Focal aware cognitive seizure with auditory agnosia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032850,HP:0032681,Focal aware cognitive seizure with expressive dysphasia/aphasia
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032871,HP:0032681,Focal aware cognitive seizure with hallucination
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032883,HP:0032697,Focal aware cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032882,HP:0032697,Focal impaired awareness cognitive seizure with deja vu/jamais vu
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032705,HP:0032681,Focal aware cognitive seizure with forced thinking
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032704,HP:0032681,Focal aware cognitive seizure with illusion
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
HP:0032690,HP:0032681,Focal aware cognitive seizure with dyscalculia/acalculia
